sensor_id,intervalo_dt,promedio,desviacion
Promedio,21:50,100.74333333333334,10.72715228187013
Promedio,22:00,83.4110447761194,10.255334330251628
Promedio,22:10,70.93046153846153,9.982788693353868
Promedio,22:20,56.367826086956526,8.125899926553876
Promedio,22:30,49.00954545454545,5.938828020051453
Promedio,22:40,43.755303030303025,6.2637905013834425
Promedio,22:50,35.91138461538461,5.2860065494080315
Promedio,23:00,32.616718750000004,5.1201342537853165
Promedio,23:10,30.086190476190477,5.261245231168044
Promedio,23:20,27.37318181818182,5.110940349753776
Promedio,23:30,24.975303030303028,4.6486471877300675
Promedio,23:40,22.877611940298507,4.041186478023292
Promedio,23:50,21.48676470588235,3.9906848404815394
